origin,destination,search_date,departure_date,days_ahead,price
GIG,BEL,2024-10-22,2024-11-22,31,537.75
POA,FOR,2025-01-22,2025-03-23,60,419.22
NAT,VCP,2025-04-26,2025-05-16,20,962.82
CWB,BSB,2025-03-18,2025-05-02,45,729.14
SDU,NAT,2025-03-30,2025-06-13,75,890.81
CGH,FOR,2024-11-27,2025-02-08,73,797.21
SSA,CGB,2024-10-14,2024-10-18,4,321.76
SDU,CGH,2025-07-29,2025-08-20,22,580.72
SSA,BEL,2025-01-21,2025-01-27,6,766.36
BSB,VCP,2025-07-08,2025-10-06,90,379.53
BEL,FLN,2025-01-03,2025-02-26,54,268.38
SDU,GRU,2024-11-05,2024-11-15,10,608.37
CGB,FOR,2025-01-04,2025-03-20,75,691.31
SSA,FLN,2024-12-14,2025-02-06,54,683.27
SDU,VCP,2025-02-18,2025-04-07,48,985.32
SSA,GRU,2025-05-11,2025-05-28,17,248.76
GRU,FLN,2025-08-23,2025-10-19,57,256.11
CGB,POA,2025-03-11,2025-05-30,80,777.06
CGB,GIG,2025-02-27,2025-04-03,35,672.67
SDU,POA,2024-10-29,2025-01-17,80,952.1
SDU,REC,2025-05-08,2025-06-05,28,649.76
POA,GIG,2025-08-16,2025-10-07,52,593.04
NAT,FOR,2024-10-17,2024-11-02,16,410.07
CGH,FLN,2025-03-27,2025-04-01,5,810.27
FOR,BEL,2025-02-02,2025-04-26,83,754.15
BEL,VCP,2024-12-18,2024-12-19,1,789.24
BEL,CWB,2025-04-16,2025-06-05,50,562.6
FLN,BEL,2024-09-18,2024-11-06,49,392.91
FOR,GRU,2024-12-21,2024-12-25,4,1037.39
REC,CWB,2024-12-30,2025-01-12,13,618.43
FOR,CWB,2025-07-01,2025-09-28,89,370.78
SDU,GIG,2025-03-21,2025-05-27,67,832.51
POA,FLN,2025-06-01,2025-06-20,19,507.1
SSA,NAT,2025-02-21,2025-04-22,60,892.69
POA,SSA,2025-04-11,2025-06-11,61,641.64
BEL,CWB,2024-12-29,2025-01-21,23,845.89
CGH,BEL,2024-12-28,2025-02-14,48,575.83
FLN,REC,2025-08-29,2025-09-16,18,305.35
NAT,REC,2024-10-21,2025-01-19,90,485.56
CGH,SDU,2024-09-26,2024-10-09,13,776.62
BSB,CGH,2024-09-13,2024-09-20,7,444.28
BEL,SSA,2025-05-06,2025-05-27,21,640.56
REC,GIG,2025-08-14,2025-10-29,76,524.62
SSA,FLN,2024-11-29,2024-11-30,1,1646.48
VCP,SDU,2025-05-09,2025-06-11,33,795.83
POA,NAT,2025-07-12,2025-07-20,8,523.74
BEL,NAT,2024-09-25,2024-10-01,6,1229.23
CWB,BEL,2024-12-30,2025-02-03,35,541.84
BSB,GRU,2025-05-02,2025-07-21,80,415.98
BEL,CWB,2024-12-12,2025-03-01,79,219.66
CWB,SDU,2025-04-30,2025-06-10,41,968.38
VCP,SDU,2025-01-12,2025-03-26,73,926.13
FLN,SSA,2025-03-25,2025-05-03,39,238.32
GRU,CGB,2025-06-25,2025-07-22,27,643.12
POA,CGB,2025-02-18,2025-03-25,35,392.92
GRU,POA,2025-07-15,2025-09-19,66,1140.77
GIG,SDU,2024-09-30,2024-12-07,68,519.29
REC,CWB,2024-09-10,2024-11-12,63,591.58
NAT,SDU,2025-07-23,2025-08-06,14,197.95
VCP,SDU,2024-12-02,2024-12-06,4,822.85
FOR,SSA,2025-08-29,2025-11-06,69,311.78
GRU,VCP,2025-05-26,2025-07-23,58,745.07
SSA,FLN,2025-07-08,2025-09-18,72,281.35
REC,POA,2025-07-21,2025-08-30,40,209.63
SSA,REC,2024-12-07,2025-02-05,60,894.68
POA,GIG,2024-09-11,2024-09-12,1,1629.96
BEL,SDU,2025-01-26,2025-01-27,1,746.14
SDU,NAT,2025-05-03,2025-07-03,61,580.27
FLN,BSB,2025-01-25,2025-04-15,80,346.74
BEL,GRU,2024-12-07,2025-02-26,81,818.52
GRU,CGH,2025-06-10,2025-07-08,28,1096.92
POA,BEL,2025-05-14,2025-06-24,41,889.99
CGH,FOR,2025-01-09,2025-03-15,65,945.11
FOR,REC,2025-05-13,2025-08-02,81,781.37
BEL,BSB,2024-11-29,2025-01-31,63,674.0
VCP,FOR,2025-04-19,2025-07-03,75,762.68
FLN,CGB,2025-03-26,2025-06-11,77,749.39
SSA,VCP,2025-01-25,2025-04-20,85,719.32
GRU,SSA,2025-02-19,2025-04-10,50,525.39
VCP,CGB,2025-06-22,2025-06-26,4,517.03
NAT,FLN,2024-10-05,2024-11-05,31,312.77
FOR,POA,2024-12-09,2025-01-01,23,262.48
FLN,CGH,2024-11-14,2024-12-12,28,911.35
VCP,FOR,2025-05-10,2025-08-01,83,1049.77
POA,GRU,2025-01-18,2025-03-02,43,230.08
GRU,NAT,2025-03-01,2025-05-18,78,337.01
POA,NAT,2024-09-30,2024-11-05,36,428.0
NAT,VCP,2025-04-18,2025-07-11,84,665.52
GIG,CGB,2024-12-04,2025-01-02,29,847.59
FLN,SDU,2025-07-14,2025-08-23,40,591.83
VCP,REC,2025-02-12,2025-03-23,39,1110.24
CGB,POA,2025-05-18,2025-08-16,90,583.72
BEL,GIG,2025-08-13,2025-10-26,74,810.61
CGH,FLN,2025-01-05,2025-01-30,25,225.1
CGB,NAT,2025-02-18,2025-04-14,55,931.34
FLN,CGB,2024-12-12,2025-02-08,58,503.15
FLN,SDU,2025-06-21,2025-09-08,79,642.1
GIG,REC,2024-11-22,2024-12-20,28,481.6
CGB,REC,2024-09-28,2024-11-21,54,254.21
VCP,NAT,2024-12-29,2025-01-02,4,463.44
REC,CGH,2024-10-18,2024-10-21,3,866.26
BSB,CWB,2025-05-04,2025-07-07,64,528.62
VCP,REC,2025-03-13,2025-06-03,82,634.68
VCP,SDU,2025-03-16,2025-06-04,80,842.89
GRU,REC,2025-06-09,2025-07-01,22,246.41
POA,SSA,2025-05-27,2025-07-02,36,691.44
BEL,FOR,2025-06-18,2025-08-06,49,946.59
GIG,CGH,2025-04-09,2025-04-10,1,516.54
CGB,POA,2024-10-21,2024-10-30,9,379.11
REC,POA,2024-12-03,2025-01-15,43,1036.86
NAT,POA,2025-06-01,2025-07-03,32,212.71
FLN,NAT,2025-02-09,2025-03-25,44,834.37
CGB,BEL,2025-03-02,2025-04-28,57,777.05
CWB,BSB,2024-09-17,2024-10-12,25,907.09
CGH,VCP,2025-05-10,2025-05-22,12,964.2
BEL,VCP,2024-10-11,2024-12-21,71,848.6
SSA,GIG,2024-10-24,2024-11-27,34,511.79
FOR,FLN,2024-11-01,2024-12-18,47,678.69
FLN,VCP,2024-09-12,2024-11-28,77,786.49
CWB,POA,2025-03-22,2025-06-10,80,937.2
GRU,FLN,2025-05-07,2025-07-01,55,441.01
GRU,SSA,2024-09-08,2024-11-06,59,401.86
VCP,SSA,2025-04-30,2025-05-24,24,215.81
BEL,GIG,2025-01-10,2025-03-11,60,361.26
FOR,POA,2024-11-28,2025-02-21,85,865.81
FOR,NAT,2025-06-12,2025-06-27,15,540.92
SSA,VCP,2025-04-25,2025-07-06,72,341.89
SDU,BEL,2025-03-24,2025-04-02,9,1045.29
CGB,VCP,2024-12-08,2025-01-29,52,542.17
CWB,BSB,2025-05-25,2025-08-02,69,452.16
POA,GIG,2025-06-09,2025-07-02,23,569.02
BEL,FLN,2025-03-12,2025-04-26,45,301.13
FLN,REC,2024-10-14,2024-11-15,32,469.4
CGH,FLN,2024-12-02,2025-02-20,80,838.1
CGH,VCP,2025-01-10,2025-02-19,40,310.02
CGH,SSA,2025-05-03,2025-05-18,15,843.85
BEL,CWB,2025-07-24,2025-10-04,72,438.96
REC,FOR,2024-09-18,2024-11-19,62,913.68
GRU,CGH,2025-03-31,2025-06-19,80,805.02
CWB,FOR,2025-01-04,2025-02-27,54,436.15
FOR,NAT,2024-12-20,2024-12-24,4,1195.71
POA,CWB,2025-05-26,2025-06-23,28,546.34
FOR,REC,2024-12-05,2025-01-23,49,612.01
GRU,BSB,2024-09-26,2024-11-20,55,477.49
FOR,SSA,2025-08-23,2025-11-05,74,1076.05
FOR,GIG,2025-02-18,2025-05-19,90,470.85
CGB,FOR,2024-12-20,2025-01-31,42,384.81
CWB,VCP,2024-12-16,2025-02-15,61,800.07
SSA,SDU,2025-08-07,2025-09-12,36,411.9
CGB,SDU,2024-09-30,2024-10-28,28,244.21
BSB,CWB,2025-04-01,2025-04-10,9,644.63
BSB,GIG,2025-08-03,2025-09-18,46,368.53
CGH,SDU,2025-05-10,2025-06-20,41,610.83
CGB,FOR,2025-02-12,2025-03-24,40,301.58
CWB,FLN,2025-01-10,2025-01-31,21,905.28
VCP,GRU,2025-07-27,2025-10-16,81,678.28
REC,SDU,2024-12-10,2025-02-10,62,319.15
FOR,VCP,2025-02-08,2025-02-26,18,446.42
FOR,CGB,2025-02-14,2025-04-29,74,733.41
NAT,CWB,2024-09-16,2024-09-26,10,882.51
CGB,FLN,2025-01-08,2025-01-26,18,260.19
GRU,CGH,2025-08-27,2025-10-04,38,849.76
BEL,CGH,2025-02-18,2025-02-21,3,248.05
CGB,CGH,2024-10-04,2024-11-22,49,835.99
GIG,SDU,2024-10-11,2024-10-29,18,847.5
SDU,POA,2025-06-16,2025-07-16,30,442.38
POA,GIG,2025-01-03,2025-01-25,22,294.92
GRU,REC,2024-11-07,2024-12-12,35,379.1
CGB,REC,2024-12-26,2025-03-25,89,820.84
CGB,NAT,2025-08-31,2025-09-09,9,334.84
FOR,CGH,2024-10-10,2024-11-06,27,228.67
SSA,SDU,2025-01-16,2025-04-15,89,543.24
CGH,FOR,2025-03-28,2025-04-12,15,270.76
POA,CGH,2024-12-15,2025-03-06,81,655.41
CWB,REC,2025-02-04,2025-04-17,72,772.67
CWB,SSA,2024-10-21,2024-11-01,11,264.86
REC,CGH,2025-02-20,2025-03-15,23,718.8
FOR,GIG,2025-01-26,2025-04-26,90,437.77
GRU,CGB,2025-01-16,2025-01-18,2,525.07
FOR,BSB,2024-09-25,2024-12-12,78,942.43
BEL,CGH,2025-06-11,2025-08-22,72,664.59
CGB,GRU,2025-03-27,2025-04-04,8,372.04
BSB,CGH,2025-05-14,2025-06-04,21,324.76
VCP,FOR,2025-06-16,2025-07-14,28,398.45
CWB,GRU,2025-01-14,2025-03-05,50,606.3
CGB,REC,2024-12-19,2024-12-26,7,1141.39
CGH,REC,2024-09-20,2024-10-30,40,442.94
SSA,VCP,2024-12-31,2025-02-17,48,791.86
SSA,GIG,2024-12-22,2025-01-12,21,745.57
SDU,REC,2025-07-24,2025-08-03,10,777.2
POA,BEL,2025-04-15,2025-07-04,80,282.46
CWB,SDU,2025-03-15,2025-05-05,51,730.37
CGH,VCP,2025-05-11,2025-07-03,53,508.22
GIG,CGH,2025-01-08,2025-02-19,42,522.86
BSB,BEL,2025-04-21,2025-06-21,61,548.54
BSB,CGH,2025-03-30,2025-05-25,56,792.7
SSA,SDU,2025-02-27,2025-04-11,43,470.18
FOR,BSB,2024-12-16,2024-12-24,8,412.28
VCP,BSB,2024-09-08,2024-10-29,51,1009.83
CGH,CGB,2025-03-22,2025-06-17,87,430.52
FLN,CGB,2024-09-12,2024-10-31,49,953.92
GRU,BEL,2025-07-02,2025-08-21,50,978.79
POA,CGB,2025-05-21,2025-08-08,79,678.31
BSB,FOR,2025-08-18,2025-09-09,22,315.65
SSA,POA,2024-09-29,2024-10-01,2,476.93
SDU,GRU,2025-03-15,2025-04-08,24,758.91
BEL,SSA,2025-06-15,2025-06-19,4,1043.72
FLN,GRU,2024-12-12,2025-02-19,69,810.41
CGH,VCP,2024-12-18,2025-01-09,22,457.5
NAT,REC,2024-09-07,2024-10-10,33,945.2
CGB,FLN,2025-03-27,2025-06-04,69,347.75
SDU,FOR,2025-02-28,2025-03-13,13,820.48
CGH,BEL,2025-04-06,2025-06-13,68,1163.86
SSA,CWB,2025-08-18,2025-10-20,63,718.98
REC,BSB,2025-07-17,2025-08-20,34,1008.27
FOR,FLN,2025-03-18,2025-03-20,2,416.1
GRU,SSA,2025-02-11,2025-03-12,29,625.81
CGB,BSB,2025-03-05,2025-05-21,77,445.96
FLN,NAT,2025-09-03,2025-10-25,52,698.48
GIG,SDU,2025-02-25,2025-05-04,68,356.25
GRU,VCP,2025-02-22,2025-04-16,53,783.85
NAT,SDU,2024-09-21,2024-10-14,23,543.92
FLN,BSB,2024-11-18,2024-11-27,9,707.56
BSB,NAT,2025-08-18,2025-08-23,5,529.58
GIG,SSA,2025-05-03,2025-06-07,35,422.55
BSB,SSA,2025-07-03,2025-08-22,50,304.49
VCP,POA,2025-05-31,2025-06-18,18,957.9
BEL,CGB,2025-08-06,2025-10-09,64,532.27
REC,POA,2025-06-25,2025-08-05,41,360.33
NAT,CWB,2024-10-16,2024-10-20,4,336.79
FLN,POA,2024-11-28,2025-01-15,48,862.64
CGH,SDU,2024-11-29,2025-01-30,62,502.1
GIG,REC,2025-05-03,2025-05-22,19,310.27
POA,VCP,2024-10-15,2024-12-21,67,513.32
BEL,SSA,2025-05-20,2025-06-27,38,924.55
POA,GRU,2025-02-03,2025-05-04,90,847.04
FLN,CGH,2024-10-03,2024-10-09,6,613.93
BEL,POA,2024-12-12,2025-02-05,55,725.03
BEL,POA,2025-01-02,2025-02-06,35,440.58
CGB,POA,2025-04-06,2025-04-14,8,1086.98
CWB,NAT,2024-12-26,2024-12-28,2,1138.18
CWB,FLN,2025-02-08,2025-02-14,6,1003.54
SDU,FLN,2025-05-25,2025-06-15,21,438.41
NAT,SSA,2025-07-20,2025-09-13,55,414.51
CGH,SDU,2025-05-28,2025-08-13,77,524.74
REC,CGH,2025-07-15,2025-08-17,33,1023.97
SSA,CWB,2024-10-03,2024-12-12,70,265.26
SSA,CWB,2025-01-12,2025-03-05,52,653.18
FLN,CGB,2025-07-07,2025-08-12,36,500.59
CGH,FLN,2025-01-25,2025-04-05,70,584.79
FLN,NAT,2025-03-12,2025-04-16,35,477.12
REC,FOR,2024-10-21,2024-11-19,29,759.58
SSA,FOR,2024-09-25,2024-11-29,65,1020.62
SSA,GRU,2025-03-03,2025-03-29,26,914.6
GIG,SSA,2025-08-05,2025-09-02,28,747.17
BSB,CGH,2025-03-22,2025-05-12,51,839.91
SDU,CGH,2025-02-13,2025-03-15,30,848.59
CGB,GRU,2025-02-12,2025-03-26,42,869.21
FOR,CWB,2024-09-13,2024-10-06,23,364.76
POA,NAT,2025-04-06,2025-05-01,25,1114.73
SSA,SDU,2025-07-26,2025-10-21,87,903.65
NAT,SDU,2024-11-06,2024-12-04,28,600.28
REC,CWB,2025-05-14,2025-06-28,45,418.66
VCP,POA,2025-08-06,2025-09-28,53,417.98
SSA,FOR,2025-08-03,2025-09-04,32,637.2
BSB,SDU,2025-02-22,2025-03-28,34,395.06
BSB,POA,2025-07-16,2025-08-26,41,409.2
BEL,CGB,2025-08-06,2025-10-09,64,287.62
FOR,NAT,2024-10-27,2024-11-22,26,600.97
FLN,CGB,2025-03-23,2025-05-23,61,287.95
CWB,BSB,2025-05-31,2025-08-16,77,632.97
GRU,CGH,2025-08-28,2025-09-28,31,647.37
GRU,CGH,2025-04-06,2025-04-20,14,601.89
CGB,SDU,2025-08-17,2025-10-24,68,962.95
FOR,REC,2024-11-25,2025-01-06,42,776.2
SDU,BSB,2025-07-08,2025-07-11,3,410.41
REC,NAT,2025-01-27,2025-02-09,13,469.4
VCP,FLN,2025-03-14,2025-05-21,68,398.19
SDU,POA,2025-01-21,2025-03-31,69,429.83
POA,CGB,2024-09-26,2024-09-27,1,982.99
REC,VCP,2025-03-09,2025-05-28,80,526.9
CWB,FOR,2025-03-31,2025-05-05,35,836.88
FOR,BSB,2025-05-07,2025-05-09,2,351.77
VCP,BSB,2024-11-24,2025-02-13,81,947.54
BEL,VCP,2025-03-23,2025-03-28,5,780.36
BSB,POA,2025-09-04,2025-10-05,31,381.95
FLN,SSA,2025-04-23,2025-07-21,89,904.93
BSB,FOR,2025-01-29,2025-02-26,28,705.96
NAT,BEL,2024-11-23,2024-12-11,18,355.59
SSA,VCP,2024-09-11,2024-09-24,13,991.56
FLN,GIG,2025-08-07,2025-10-14,68,638.48
GIG,POA,2025-06-08,2025-06-20,12,1006.42
GRU,NAT,2025-01-29,2025-03-29,59,836.48
BSB,VCP,2025-05-23,2025-05-31,8,1122.55
VCP,CGH,2025-08-29,2025-10-06,38,650.09
SSA,FLN,2024-12-25,2025-02-14,51,410.17
POA,CGH,2025-04-25,2025-05-10,15,370.63
VCP,CGB,2025-05-04,2025-07-20,77,973.04
CWB,CGB,2025-08-31,2025-09-13,13,582.62
SSA,GRU,2025-06-08,2025-09-02,86,552.01
CGH,FLN,2024-10-17,2024-12-12,56,513.58
BSB,BEL,2025-02-07,2025-04-04,56,598.06
CWB,REC,2025-08-22,2025-10-26,65,543.57
VCP,SDU,2025-06-04,2025-07-11,37,261.87
GRU,BSB,2024-12-13,2025-01-22,40,1078.21
BEL,CGB,2025-04-07,2025-06-04,58,242.51
FOR,SDU,2025-03-22,2025-05-21,60,998.8
VCP,POA,2025-08-20,2025-09-04,15,627.36
GRU,GIG,2024-11-15,2024-12-23,38,494.68
CGH,BEL,2024-10-24,2024-11-25,32,466.98
VCP,REC,2025-08-14,2025-10-03,50,307.82
GRU,VCP,2025-05-31,2025-07-19,49,348.44
REC,GIG,2024-12-19,2024-12-27,8,590.12
GRU,FLN,2025-04-21,2025-05-07,16,487.55
BEL,SDU,2025-05-29,2025-05-31,2,605.78
CGB,SDU,2025-07-10,2025-07-14,4,632.56
GIG,BEL,2025-07-12,2025-10-05,85,1103.12
REC,GIG,2025-07-03,2025-09-15,74,647.42
VCP,FLN,2025-05-28,2025-06-24,27,285.56
POA,REC,2025-03-08,2025-05-03,56,714.66
GIG,SDU,2025-07-03,2025-08-03,31,199.64
GRU,SDU,2025-03-14,2025-05-24,71,974.16
REC,POA,2024-12-21,2025-01-26,36,740.29
POA,CWB,2025-08-04,2025-10-15,72,336.61
CGH,CGB,2025-01-23,2025-02-12,20,349.25
SSA,CGH,2024-10-09,2024-10-11,2,890.88
SSA,BSB,2024-10-10,2024-11-27,48,526.88
CGB,SDU,2025-02-15,2025-03-07,20,220.42
GIG,CGH,2025-06-30,2025-09-26,88,534.97
FOR,BEL,2024-11-04,2025-01-17,74,622.96
POA,BSB,2025-06-21,2025-08-10,50,715.61
POA,CGH,2025-05-03,2025-05-26,23,697.92
FLN,CGH,2025-08-20,2025-11-14,86,577.48
REC,FOR,2025-06-05,2025-07-10,35,629.13
REC,SSA,2025-05-04,2025-07-15,72,221.15
GIG,SDU,2025-04-26,2025-06-08,43,475.53
CGB,POA,2025-08-16,2025-11-12,88,248.0
SSA,BSB,2025-02-15,2025-05-09,83,262.14
CGB,BEL,2025-03-17,2025-05-25,69,802.82
FOR,BSB,2024-11-09,2024-11-17,8,609.0
GRU,BEL,2025-05-24,2025-05-25,1,303.02
SSA,BSB,2025-01-31,2025-04-26,85,952.17
POA,BSB,2025-03-27,2025-06-15,80,307.47
REC,NAT,2025-04-02,2025-05-17,45,770.56
POA,BSB,2025-03-31,2025-05-12,42,443.41
SDU,FOR,2024-10-20,2024-11-15,26,1187.17
BEL,SDU,2024-11-22,2025-01-29,68,725.9
REC,CWB,2024-12-23,2025-02-10,49,761.88
SSA,NAT,2025-03-08,2025-05-30,83,466.95
POA,GIG,2025-07-11,2025-09-03,54,952.57
CGB,NAT,2024-11-20,2025-02-07,79,281.21
BEL,CGH,2025-01-31,2025-04-09,68,686.64
SDU,FLN,2025-08-07,2025-10-02,56,391.93
CGB,CGH,2025-05-25,2025-06-28,34,833.3
GIG,CGB,2025-08-29,2025-10-23,55,550.45
POA,GIG,2025-08-09,2025-10-27,79,213.81
FOR,VCP,2025-06-11,2025-08-19,69,637.22
CGH,FOR,2024-09-14,2024-11-20,67,585.98
CGH,GRU,2025-08-04,2025-10-10,67,776.04
GRU,CGH,2024-12-06,2025-02-23,79,277.44
SSA,REC,2025-08-01,2025-09-18,48,436.69
BSB,POA,2025-08-23,2025-11-11,80,580.99
CGH,CGB,2024-12-19,2025-01-29,41,647.8
BSB,CGH,2025-08-04,2025-09-22,49,331.72
CGB,BEL,2024-12-24,2025-03-09,75,517.77
VCP,BEL,2025-03-03,2025-03-13,10,513.09
POA,CGH,2024-12-31,2025-02-03,34,317.31
BSB,GRU,2025-04-22,2025-04-27,5,1065.72
FOR,GIG,2025-05-05,2025-07-28,84,453.46
BSB,VCP,2024-09-26,2024-09-28,2,1290.97
BSB,CGH,2025-05-29,2025-06-07,9,714.73
BSB,SSA,2024-09-11,2024-11-08,58,423.37
NAT,GIG,2025-09-05,2025-10-28,53,640.98
GRU,NAT,2025-08-06,2025-09-09,34,337.68
FOR,BEL,2025-07-20,2025-07-23,3,990.24
SSA,CWB,2025-08-18,2025-09-18,31,201.75
GIG,GRU,2025-03-02,2025-04-18,47,363.33
FLN,BSB,2025-03-21,2025-04-30,40,514.24
GRU,REC,2024-09-20,2024-10-15,25,689.02
NAT,BEL,2025-04-28,2025-06-10,43,342.22
POA,CGB,2024-12-25,2024-12-26,1,1205.37
SDU,BEL,2025-05-19,2025-05-28,9,611.6
FOR,SDU,2024-10-28,2025-01-08,72,821.97
SDU,CWB,2024-09-20,2024-10-03,13,972.64
BSB,REC,2024-11-14,2025-02-03,81,1106.48
VCP,CWB,2024-11-15,2025-01-03,49,821.6
CGB,FOR,2024-11-20,2025-01-02,43,1051.6
GRU,CWB,2025-04-11,2025-05-14,33,538.99
GRU,BSB,2025-05-05,2025-07-09,65,663.64
REC,BEL,2025-03-26,2025-06-21,87,990.05
BEL,REC,2025-04-24,2025-06-08,45,555.06
CGH,BSB,2024-10-18,2024-12-05,48,338.26
FLN,BEL,2024-09-30,2024-10-11,11,1091.17
SSA,NAT,2025-04-11,2025-07-08,88,683.24
SDU,GRU,2024-12-19,2025-02-13,56,1021.39
GIG,REC,2025-04-26,2025-07-19,84,882.71
CGB,REC,2025-02-05,2025-02-23,18,345.14
BSB,SSA,2024-09-20,2024-12-01,72,524.49
CGH,SDU,2024-12-23,2025-01-07,15,584.71
GRU,POA,2025-06-06,2025-08-19,74,294.11
NAT,GIG,2024-11-06,2025-01-02,57,1007.41
REC,CGB,2025-06-14,2025-09-10,88,906.83
SSA,FLN,2025-02-12,2025-04-06,53,584.48
CWB,BEL,2025-05-05,2025-07-24,80,286.39
VCP,REC,2025-04-04,2025-05-02,28,326.13
SSA,FLN,2025-02-15,2025-04-27,71,281.04
FLN,GRU,2025-02-06,2025-03-13,35,390.15
SDU,REC,2024-12-13,2025-01-02,20,443.99
CGB,SDU,2025-04-29,2025-06-16,48,427.8
GIG,NAT,2025-07-18,2025-10-07,81,966.67
BSB,SSA,2025-03-05,2025-03-24,19,455.06
FOR,CGH,2025-04-26,2025-06-30,65,830.6
FOR,BSB,2025-04-19,2025-05-06,17,511.07
GIG,BSB,2025-07-13,2025-08-20,38,996.99
POA,GIG,2024-09-29,2024-11-11,43,486.55
REC,NAT,2025-02-24,2025-05-09,74,401.58
GRU,GIG,2024-11-12,2024-12-27,45,768.0
NAT,FOR,2025-07-25,2025-10-15,82,927.54
SSA,VCP,2025-03-07,2025-03-22,15,607.38
CGB,BEL,2024-12-04,2025-02-27,85,588.58
SDU,VCP,2024-12-18,2025-02-13,57,436.23
POA,FOR,2024-09-23,2024-10-04,11,598.79
BSB,SSA,2025-08-29,2025-10-18,50,619.25
CWB,FOR,2025-08-30,2025-11-25,87,239.15
GIG,POA,2025-03-12,2025-04-28,47,687.01
GIG,CWB,2025-06-02,2025-07-20,48,605.39
GIG,SDU,2024-11-09,2024-12-26,47,760.58
VCP,REC,2025-05-10,2025-08-03,85,757.0
CGH,NAT,2024-10-06,2024-12-04,59,923.85
CGH,GIG,2025-08-03,2025-09-26,54,939.89
GIG,CGB,2024-12-28,2025-02-22,56,324.58
NAT,BSB,2024-10-02,2024-11-05,34,416.29
REC,NAT,2025-08-14,2025-09-20,37,797.99
GRU,REC,2025-05-25,2025-06-10,16,775.81
BEL,POA,2025-03-01,2025-05-04,64,719.52
POA,SSA,2024-09-24,2024-10-04,10,1241.56
GRU,SSA,2025-06-24,2025-07-10,16,447.24
GIG,CGH,2025-03-27,2025-05-08,42,709.76
SSA,CWB,2025-02-01,2025-04-09,67,253.94
VCP,FLN,2024-12-27,2025-01-25,29,695.89
BSB,GIG,2025-06-02,2025-08-08,67,463.21
CWB,CGH,2025-03-11,2025-05-20,70,221.64
CGB,BSB,2025-07-18,2025-08-14,27,1053.91
SDU,CGH,2025-02-02,2025-04-04,61,640.12
FLN,CWB,2025-04-13,2025-06-14,62,232.15
CGH,FLN,2025-07-05,2025-07-21,16,628.33
CGH,FLN,2025-05-16,2025-06-03,18,501.73
FLN,BSB,2025-01-27,2025-03-20,52,475.93
FLN,NAT,2025-03-11,2025-03-30,19,746.36
SSA,CGH,2025-02-22,2025-03-21,27,217.8
GIG,GRU,2025-08-02,2025-10-19,78,536.19
GIG,POA,2024-11-30,2024-12-10,10,428.36
NAT,REC,2024-12-23,2025-03-14,81,966.19
GIG,SSA,2025-08-06,2025-08-22,16,827.6
SDU,CWB,2025-08-11,2025-09-01,21,615.04
CWB,SSA,2024-12-05,2025-01-12,38,259.43
FOR,REC,2025-01-12,2025-03-30,77,500.47
REC,CGH,2025-04-22,2025-05-15,23,776.11
BEL,CGH,2024-09-13,2024-11-20,68,603.28
SDU,NAT,2025-05-13,2025-07-25,73,828.61
CWB,FOR,2025-06-15,2025-07-07,22,758.29
CWB,NAT,2025-03-03,2025-03-08,5,829.43
CGH,REC,2024-10-02,2024-12-09,68,184.08
GIG,FOR,2025-09-04,2025-10-17,43,329.96
BEL,BSB,2025-06-14,2025-06-26,12,849.64
CGH,POA,2025-05-08,2025-05-10,2,515.6
CWB,CGH,2025-06-07,2025-06-14,7,439.65
GRU,FOR,2024-11-23,2025-01-31,69,363.7
FOR,GRU,2025-08-09,2025-10-24,76,439.48
BSB,SDU,2024-12-31,2025-01-01,1,529.52
GRU,CWB,2025-05-22,2025-05-28,6,953.82
POA,SSA,2024-12-11,2025-01-19,39,903.13
NAT,GRU,2025-03-08,2025-04-19,42,1043.16
NAT,CGH,2024-09-12,2024-11-17,66,692.35
GRU,SDU,2024-10-08,2024-12-27,80,708.1
REC,BSB,2025-08-01,2025-09-20,50,513.95
CWB,SDU,2024-09-26,2024-11-18,53,755.53
NAT,CGH,2024-10-04,2024-10-12,8,799.19
SSA,GIG,2024-10-30,2024-12-23,54,352.3
NAT,CGB,2025-07-07,2025-08-12,36,852.29
FOR,FLN,2025-08-23,2025-08-26,3,962.02
SDU,BSB,2025-05-20,2025-07-18,59,390.17
GIG,VCP,2024-11-18,2025-01-15,58,258.23
GRU,BSB,2024-10-21,2024-12-22,62,920.88
BEL,CGH,2025-02-28,2025-03-02,2,1140.62
SDU,GRU,2025-01-14,2025-01-16,2,753.87
CGB,GRU,2024-11-12,2024-12-26,44,759.28
FLN,BEL,2024-11-26,2024-12-22,26,628.43
VCP,REC,2025-08-22,2025-10-28,67,383.17
REC,BEL,2025-06-02,2025-06-28,26,777.01
CGB,GRU,2025-08-11,2025-09-01,21,1080.94
SSA,CGH,2025-01-14,2025-02-27,44,281.66
VCP,SDU,2024-12-28,2025-01-22,25,814.28
FOR,GRU,2025-08-01,2025-08-05,4,1151.67
SSA,CGB,2025-08-08,2025-10-16,69,542.68
CGH,REC,2025-02-27,2025-03-26,27,282.47
VCP,SDU,2024-09-10,2024-12-06,87,682.65
GRU,CWB,2024-10-29,2024-12-16,48,479.96
NAT,BEL,2025-07-08,2025-07-11,3,865.46
POA,CWB,2024-10-23,2024-10-28,5,864.88
NAT,VCP,2025-06-05,2025-08-10,66,1008.36
GIG,NAT,2024-12-09,2025-01-29,51,622.71
